drug_id,drug_name,target_id,target_uniprot,target_name,target_gene,action,atc_codes
DB00102,Becaplermin,,P01023,Alpha-2-macroglobulin,A2M,,D03AX06;A01AD08
DB00103,Agalsidase beta,,,Globotriaosylceramide,,metabolizer,A16AB04
DB00103,Agalsidase beta,,,Globotriaosylceramide,,ligand,A16AB04
DB00104,Octreotide,,,Somatostatin receptor,,agonist,H01CB02
DB00105,Interferon alfa-2b,,P48551,Interferon alpha/beta receptor 2,IFNAR2,binder,L03AB05
DB00105,Interferon alfa-2b,,P17181,Interferon alpha/beta receptor 1,IFNAR1,binder,L03AB05
DB00106,Abarelix,,P30968,Gonadotropin-releasing hormone receptor,GNRHR,antagonist,L02BX01
DB00107,Oxytocin,,P30559,Oxytocin receptor,OXTR,agonist,G02AC01;H01BB02
DB00108,Natalizumab,,P13612,Integrin alpha-4,ITGA4,antibody,L04AA23
DB00108,Natalizumab,,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,ligand,L04AA23
DB00108,Natalizumab,,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,ligand,L04AA23
DB00108,Natalizumab,,P05362,Intercellular adhesion molecule 1,ICAM1,ligand,L04AA23
DB00109,Enfuvirtide,,Q53I07,Envelope glycoprotein,gp41,,J05AX07
DB00110,Palivizumab,,P13843,Fusion glycoprotein F0,F,,J06BD01
DB00110,Palivizumab,,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,,J06BD01
DB00110,Palivizumab,,P00736,Complement C1r subcomponent,C1R,,J06BD01
DB00110,Palivizumab,,P02745,Complement C1q subcomponent subunit A,C1QA,,J06BD01
DB00110,Palivizumab,,P02746,Complement C1q subcomponent subunit B,C1QB,,J06BD01
DB00110,Palivizumab,,P02747,Complement C1q subcomponent subunit C,C1QC,,J06BD01
DB00110,Palivizumab,,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,,J06BD01
DB00110,Palivizumab,,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,,J06BD01
DB00110,Palivizumab,,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,,J06BD01
DB00111,Daclizumab,,P01589,Interleukin-2 receptor subunit alpha,IL2RA,antibody,L04AC01
DB00111,Daclizumab,,P14784,Interleukin-2 receptor subunit beta,IL2RB,antibody,L04AC01
DB00111,Daclizumab,,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B,FCGR3B,,L04AC01
DB00111,Daclizumab,,P00736,Complement C1r subcomponent,C1R,,L04AC01
DB00111,Daclizumab,,P02745,Complement C1q subcomponent subunit A,C1QA,,L04AC01
DB00111,Daclizumab,,P02746,Complement C1q subcomponent subunit B,C1QB,,L04AC01
DB00111,Daclizumab,,P02747,Complement C1q subcomponent subunit C,C1QC,,L04AC01
DB00111,Daclizumab,,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,,L04AC01
DB00111,Daclizumab,,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,,L04AC01
DB00111,Daclizumab,,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,FCGR2A,,L04AC01
DB00111,Daclizumab,,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,,L04AC01
DB00111,Daclizumab,,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c,FCGR2C,,L04AC01
DB00112,Bevacizumab,,P15692,Vascular endothelial growth factor A,VEGFA,,L01FG01;S01LA08
DB00112,Bevacizumab,,P02745,Complement C1q subcomponent subunit A,C1QA,,L01FG01;S01LA08
DB00112,Bevacizumab,,P02746,Complement C1q subcomponent subunit B,C1QB,,L01FG01;S01LA08
DB00112,Bevacizumab,,P02747,Complement C1q subcomponent subunit C,C1QC,,L01FG01;S01LA08
DB00112,Bevacizumab,,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,,L01FG01;S01LA08
DB00112,Bevacizumab,,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,,L01FG01;S01LA08
DB00112,Bevacizumab,,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,FCGR2A,,L01FG01;S01LA08
DB00112,Bevacizumab,,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,,L01FG01;S01LA08
DB00112,Bevacizumab,,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c,FCGR2C,,L01FG01;S01LA08
DB00113,Technetium Tc-99m arcitumomab,,P13688,Carcinoembryonic antigen-related cell adhesion molecule 1,CEACAM1,other/unknown,V09IA06
DB00114,Pyridoxal phosphate,,Q9BYV1,"Alanine--glyoxylate aminotransferase 2, mitochondrial",AGXT2,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q99259,Glutamate decarboxylase 1,GAD1,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P35520,Cystathionine beta-synthase,CBS,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q16719,Kynureninase,KYNU,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P34896,"Serine hydroxymethyltransferase, cytosolic",SHMT1,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q9Y697,"Cysteine desulfurase, mitochondrial",NFS1,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P17174,"Aspartate aminotransferase, cytoplasmic",GOT1,activator,A11HA06
DB00114,Pyridoxal phosphate,,P04181,"Ornithine aminotransferase, mitochondrial",OAT,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P11926,Ornithine decarboxylase,ODC1,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q8N5Z0,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",AADAT,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P80404,"4-aminobutyrate aminotransferase, mitochondrial",ABAT,inhibitor,A11HA06
DB00114,Pyridoxal phosphate,,Q9NVS9,Pyridoxine-5'-phosphate oxidase,PNPO,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,O95470,Sphingosine-1-phosphate lyase 1,SGPL1,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P17735,Tyrosine aminotransferase,TAT,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q16773,Kynurenine--oxoglutarate transaminase 1,CCBL1,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,,"Glycogen phosphorylase, liver form",,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,O15270,Serine palmitoyltransferase 2,SPTLC2,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q9Y600,Cysteine sulfinic acid decarboxylase,CSAD,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P19113,Histidine decarboxylase,HDC,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q96A70,Arginine decarboxylase,AZIN2,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P20132,L-serine dehydratase/L-threonine deaminase,SDS,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,O75600,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",GCAT,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P23378,"Glycine dehydrogenase [decarboxylating], mitochondrial",GLDC,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P24298,Alanine aminotransferase 1,GPT,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q9Y617,Phosphoserine aminotransferase,PSAT1,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P13196,"5-aminolevulinate synthase, nonspecific, mitochondrial",ALAS1,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P21549,Serine--pyruvate aminotransferase,AGXT,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q96GD0,Pyridoxal phosphate phosphatase,PDXP,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,O15269,Serine palmitoyltransferase 1,SPTLC1,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P32929,Cystathionine gamma-lyase,CTH,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P54687,"Branched-chain-amino-acid aminotransferase, cytosolic",BCAT1,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,O15382,"Branched-chain-amino-acid aminotransferase, mitochondrial",BCAT2,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,O94903,Proline synthase co-transcribed bacterial homolog protein,PROSC,binder,A11HA06
DB00114,Pyridoxal phosphate,,P00505,"Aspartate aminotransferase, mitochondrial",GOT2,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P11216,"Glycogen phosphorylase, brain form",PYGB,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P11217,"Glycogen phosphorylase, muscle form",PYGM,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P20711,Aromatic-L-amino-acid decarboxylase,DDC,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q53ET4,Serine hydroxymethyltransferase,,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q05329,Glutamate decarboxylase 2,GAD2,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q6YP21,Kynurenine--oxoglutarate transaminase 3,CCBL2,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q6ZQY3,Glutamate decarboxylase-like protein 1,GADL1,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q96I15,Selenocysteine lyase,SCLY,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q6WRI0,Immunoglobulin superfamily member 10,IGSF10,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q8IUZ5,5-phosphohydroxy-L-lysine phospho-lyase,PHYKPL,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P34897,"Serine hydroxymethyltransferase, mitochondrial",SHMT2,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P22557,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",ALAS2,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q8TD30,Alanine aminotransferase 2,GPT2,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q96EN8,Molybdenum cofactor sulfurase,MOCOS,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q96GA7,Serine dehydratase-like,SDSL,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q9GZT4,Serine racemase,SRR,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q9HD40,O-phosphoseryl-tRNA(Sec) selenium transferase,SEPSECS,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q9NUV7,Serine palmitoyltransferase 3,SPTLC3,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,Q9UGI5,Glutamic acid decarboxylase,GAD65,cofactor,A11HA06
DB00114,Pyridoxal phosphate,,P17174,Aspartate aminotransferase,GOT1,cofactor,A11HA06
DB00115,Cyanocobalamin,,Q99707,Methionine synthase,MTR,cofactor,B03BA01;B03AE01;B03BA51
DB00115,Cyanocobalamin,,P22033,"Methylmalonyl-CoA mutase, mitochondrial",MUT,cofactor,B03BA01;B03AE01;B03BA51
DB00115,Cyanocobalamin,,Q9UBK8,Methionine synthase reductase,MTRR,cofactor,B03BA01;B03AE01;B03BA51
DB00115,Cyanocobalamin,,Q8IVH4,"Methylmalonic aciduria type A protein, mitochondrial",MMAA,binder,B03BA01;B03AE01;B03BA51
DB00115,Cyanocobalamin,,Q9Y4U1,Methylmalonic aciduria and homocystinuria type C protein,MMACHC,cofactor,B03BA01;B03AE01;B03BA51
DB00115,Cyanocobalamin,,P42898,Methylenetetrahydrofolate reductase,MTHFR,cofactor,B03BA01;B03AE01;B03BA51
DB00116,Tetrahydrofolic acid,,P11586,"C-1-tetrahydrofolate synthase, cytoplasmic",MTHFD1,cofactor,
DB00116,Tetrahydrofolic acid,,P13995,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",MTHFD2,cofactor,
DB00116,Tetrahydrofolic acid,,P48728,"Aminomethyltransferase, mitochondrial",AMT,cofactor,
DB00116,Tetrahydrofolic acid,,O75891,Cytosolic 10-formyltetrahydrofolate dehydrogenase,ALDH1L1,cofactor,
DB00116,Tetrahydrofolic acid,,Q99707,Methionine synthase,MTR,cofactor,
DB00116,Tetrahydrofolic acid,,O95954,Formimidoyltransferase-cyclodeaminase,FTCD,cofactor,
DB00116,Tetrahydrofolic acid,,P31939,Bifunctional purine biosynthesis protein PURH,ATIC,cofactor,
DB00116,Tetrahydrofolic acid,,P34896,"Serine hydroxymethyltransferase, cytosolic",SHMT1,cofactor,
DB00116,Tetrahydrofolic acid,,P34897,"Serine hydroxymethyltransferase, mitochondrial",SHMT2,cofactor,
DB00116,Tetrahydrofolic acid,,P42898,Methylenetetrahydrofolate reductase,MTHFR,cofactor,
DB00116,Tetrahydrofolic acid,,Q53ET4,Serine hydroxymethyltransferase,,cofactor,
DB00116,Tetrahydrofolic acid,,Q96DP5,"Methionyl-tRNA formyltransferase, mitochondrial",MTFMT,cofactor,
DB00117,Histidine,,P19113,Histidine decarboxylase,HDC,,
DB00117,Histidine,,P12081,"Histidine--tRNA ligase, cytoplasmic",HARS,,
DB00117,Histidine,,Q99624,Sodium-coupled neutral amino acid transporter 3,SLC38A3,,
DB00117,Histidine,,P42357,Histidine ammonia-lyase,HAL,,
DB00118,Ademetionine,,P21964,Catechol O-methyltransferase,COMT,cofactor,A16AA02
DB00118,Ademetionine,,Q8N1G2,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,CMTR1,,A16AA02
DB00118,Ademetionine,,Q9HBK9,Arsenite methyltransferase,AS3MT,,A16AA02
DB00118,Ademetionine,,Q14749,Glycine N-methyltransferase,GNMT,cofactor,A16AA02
DB00118,Ademetionine,,P17707,S-adenosylmethionine decarboxylase proenzyme,AMD1,cofactor,A16AA02
DB00118,Ademetionine,,P31153,S-adenosylmethionine synthase isoform type-2,MAT2A,cofactor,A16AA02
DB00118,Ademetionine,,P35520,Cystathionine beta-synthase,CBS,activator,A16AA02
DB00118,Ademetionine,,Q00266,S-adenosylmethionine synthase isoform type-1,MAT1A,cofactor,A16AA02
DB00119,Pyruvic acid,,O15427,Monocarboxylate transporter 4,SLC16A3,,
DB00119,Pyruvic acid,,P36021,Monocarboxylate transporter 8,SLC16A2,,
DB00119,Pyruvic acid,,Q9BYV1,"Alanine--glyoxylate aminotransferase 2, mitochondrial",AGXT2,,
DB00119,Pyruvic acid,,O15375,Monocarboxylate transporter 6,SLC16A5,,
DB00119,Pyruvic acid,,P30613,Pyruvate kinase PKLR,PKLR,,
DB00119,Pyruvic acid,,O15403,Monocarboxylate transporter 7,SLC16A6,,
DB00119,Pyruvic acid,,O60669,Monocarboxylate transporter 2,SLC16A7,,
DB00119,Pyruvic acid,,P11177,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDHB,,
DB00119,Pyruvic acid,,P14618,Pyruvate kinase PKM,PKM,,
DB00119,Pyruvic acid,,P80404,"4-aminobutyrate aminotransferase, mitochondrial",ABAT,inhibitor,
DB00119,Pyruvic acid,,O15374,Monocarboxylate transporter 5,SLC16A4,,
DB00119,Pyruvic acid,,O95907,Monocarboxylate transporter 3,SLC16A8,,
DB00119,Pyruvic acid,,P53985,Monocarboxylate transporter 1,SLC16A1,,
DB00119,Pyruvic acid,,P11498,"Pyruvate carboxylase, mitochondrial",PC,,
DB00120,Phenylalanine,,P17735,Tyrosine aminotransferase,TAT,,
DB00120,Phenylalanine,,Q9UHI5,Large neutral amino acids transporter small subunit 2,SLC7A8,,
DB00120,Phenylalanine,,Q9Y285,Phenylalanine--tRNA ligase alpha subunit,FARSA,,
DB00120,Phenylalanine,,P00439,Phenylalanine-4-hydroxylase,PAH,,
DB00120,Phenylalanine,,O95363,"Phenylalanine--tRNA ligase, mitochondrial",FARS2,,
DB00120,Phenylalanine,,Q9NSD9,Phenylalanine--tRNA ligase beta subunit,FARSB,,
DB00120,Phenylalanine,,P07101,Tyrosine 3-monooxygenase,TH,binder,
DB00121,Biotin,,P05166,"Propionyl-CoA carboxylase beta chain, mitochondrial",PCCB,cofactor,A11HA05
DB00121,Biotin,,P50747,Biotin--protein ligase,HLCS,substrate,A11HA05
DB00121,Biotin,,Q9HCC0,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCC2,cofactor,A11HA05
DB00121,Biotin,,O00763,Acetyl-CoA carboxylase 2,ACACB,cofactor,A11HA05
DB00121,Biotin,,Q96RQ3,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",MCCC1,cofactor,A11HA05
DB00121,Biotin,,P11498,"Pyruvate carboxylase, mitochondrial",PC,cofactor,A11HA05
DB00121,Biotin,,P05165,"Propionyl-CoA carboxylase alpha chain, mitochondrial",PCCA,cofactor,A11HA05
DB00121,Biotin,,Q13085,Acetyl-CoA carboxylase 1,ACACA,cofactor,A11HA05
DB00122,Choline,,P36544,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,,
DB00122,Choline,,Q9Y5K3,Choline-phosphate cytidylyltransferase B,PCYT1B,product of,
DB00122,Choline,,P22303,Acetylcholinesterase,ACHE,product of,
DB00122,Choline,,P49585,Choline-phosphate cytidylyltransferase A,PCYT1A,product of,
DB00122,Choline,,O14939,Phospholipase D2,PLD2,product of,
DB00122,Choline,,P06276,Cholinesterase,BCHE,product of,
DB00122,Choline,,Q13393,Phospholipase D1,PLD1,product of,
DB00122,Choline,,Q8TCT1,Phosphoethanolamine/phosphocholine phosphatase,PHOSPHO1,product of,
DB00123,Lysine,,P30825,High affinity cationic amino acid transporter 1,SLC7A1,,V03AF11;B05XB03
DB00123,Lysine,,O43246,Cationic amino acid transporter 4,SLC7A4,,V03AF11;B05XB03
DB00123,Lysine,,Q8WY07,Cationic amino acid transporter 3,SLC7A3,,V03AF11;B05XB03
DB00123,Lysine,,P52569,Low affinity cationic amino acid transporter 2,SLC7A2,,V03AF11;B05XB03
DB00123,Lysine,,Q15046,Lysine--tRNA ligase,KARS,,V03AF11;B05XB03
DB00125,Arginine,,Q8WY07,Cationic amino acid transporter 3,SLC7A3,,V03AF11;B05XB01
DB00125,Arginine,,Q96A70,Arginine decarboxylase,AZIN2,,V03AF11;B05XB01
DB00125,Arginine,,P04424,Argininosuccinate lyase,ASL,,V03AF11;B05XB01
DB00125,Arginine,,P35228,"Nitric oxide synthase, inducible",NOS2,,V03AF11;B05XB01
DB00125,Arginine,,P30825,High affinity cationic amino acid transporter 1,SLC7A1,,V03AF11;B05XB01
DB00125,Arginine,,P78540,"Arginase-2, mitochondrial",ARG2,,V03AF11;B05XB01
DB00125,Arginine,,O43246,Cationic amino acid transporter 4,SLC7A4,,V03AF11;B05XB01
DB00125,Arginine,,P00966,Argininosuccinate synthase,ASS1,,V03AF11;B05XB01
DB00125,Arginine,,P29474,"Nitric oxide synthase, endothelial",NOS3,,V03AF11;B05XB01
DB00126,Ascorbic acid,,Q54873,Hyaluronate lyase,,inhibitor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,,DNA,,cleavage,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,P24300,Xylose isomerase,xylA,substrate,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,O00469,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",PLOD2,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,O14832,"Phytanoyl-CoA dioxygenase, peroxisomal",PHYH,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,O60568,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",PLOD3,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,O75936,Gamma-butyrobetaine dioxygenase,BBOX1,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,P09172,Dopamine beta-hydroxylase,DBH,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,P19021,Peptidyl-glycine alpha-amidating monooxygenase,PAM,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,Q32P28,Prolyl 3-hydroxylase 1,P3H1,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,Q8IVL5,Prolyl 3-hydroxylase 2,P3H2,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,Q8IVL6,Prolyl 3-hydroxylase 3,P3H3,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,P13674,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,Q8N543,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1,OGFOD1,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,Q6N063,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2,OGFOD2,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,Q6NS38,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2,ALKBH2,activator,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,Q96Q83,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,ALKBH3,activator,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,Q9BY66,Lysine-specific demethylase 5D,KDM5D,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,Q9NVH6,"Trimethyllysine dioxygenase, mitochondrial",TMLHE,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,Q9NXG6,Transmembrane prolyl 4-hydroxylase,P4HTM,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,Q9GZT9,Egl nine homolog 1,EGLN1,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,Q96KS0,Egl nine homolog 2,EGLN2,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00126,Ascorbic acid,,Q9H6Z9,Egl nine homolog 3,EGLN3,cofactor,G01AD03;A11GA01;A11GB01;S01XA15
DB00127,Spermine,,P52788,Spermine synthase,SMS,ligand,
DB00127,Spermine,,Q9NWM0,Spermine oxidase,SMOX,ligand,
DB00127,Spermine,,,DNA,,binder,
DB00127,Spermine,,P11926,Ornithine decarboxylase,ODC1,product of,
DB00127,Spermine,,P41180,Extracellular calcium-sensing receptor,CASR,,
DB00127,Spermine,,P08588,Beta-1 adrenergic receptor,ADRB1,,
DB00127,Spermine,,P07550,Beta-2 adrenergic receptor,ADRB2,,
DB00128,Aspartic acid,,Q8N142,Adenylosuccinate Synthetases,ADSSL1,substrate,
DB00128,Aspartic acid,,Q9UJS0,Calcium-binding mitochondrial carrier protein Aralar2,SLC25A13,,
DB00128,Aspartic acid,,P17174,"Aspartate aminotransferase, cytoplasmic",GOT1,,
DB00128,Aspartic acid,,P45381,Aspartoacylase,ASPA,,
DB00128,Aspartic acid,,P08243,Asparagine synthetase [glutamine-hydrolyzing],ASNS,substrate,
DB00128,Aspartic acid,,P00966,Argininosuccinate synthase,ASS1,,
DB00128,Aspartic acid,,Q03154,Aminoacylase-1,ACY1,,
DB00128,Aspartic acid,,P00505,"Aspartate aminotransferase, mitochondrial",GOT2,,
DB00128,Aspartic acid,,P14868,"Aspartate--tRNA ligase, cytoplasmic",DARS,,
DB00128,Aspartic acid,,O75746,Calcium-binding mitochondrial carrier protein Aralar1,SLC25A12,,
DB00128,Aspartic acid,,Q12797,Aspartyl/asparaginyl beta-hydroxylase,ASPH,,
DB00128,Aspartic acid,,P22234,Multifunctional protein ADE2,PAICS,substrate,
DB00128,Aspartic acid,,P30520,Adenylosuccinate synthetase isozyme 2,ADSS,,
DB00128,Aspartic acid,,P43005,Excitatory amino acid transporter 3,SLC1A1,,
DB00128,Aspartic acid,,Q6PI48,"Aspartate--tRNA ligase, mitochondrial",DARS2,,
DB00128,Aspartic acid,,Q7L266,Isoaspartyl peptidase/L-asparaginase,ASRGL1,,
DB00128,Aspartic acid,,P07998,Ribonuclease pancreatic,RNASE1,,
DB00128,Aspartic acid,,P61626,Lysozyme C,LYZ,,
DB00129,Ornithine,,P04181,"Ornithine aminotransferase, mitochondrial",OAT,,A05BA06
